0
51542,新疆,巴音布鲁克,84.09,43.02
51656,新疆,库尔勒,86.08,41.45
51526,新疆,库米什,88.13,42.14
51241,新疆,托里,83.36,45.56
51720,新疆,柯坪,79.03,40.3
51839,新疆,民丰,82.43,37.04
51818,新疆,皮山,78.17,37.37
51811,新疆,莎车,77.16,38.26
51765,新疆,铁干里克,87.42,40.38
51704,新疆,阿图什,76.1,39.43
51232,新疆,阿拉山口,82.34,45.11
13
50727,内蒙古,阿尔山,119.56,47.1
57608,四川,叙永,105.26,28.1
57523,重庆,丰都,107.44,29.51
57516,重庆,沙坪坝,106.28,29.35
50468,黑龙江,爱辉,127.27,50.15
14
53529,内蒙古,鄂托克旗,107.58,39.05
53614,宁夏,银川,106.12,38.28
52681,甘肃,民勤,103.05,38.38
52533,甘肃,酒泉,98.29,39.46
52818,青海,格尔木,94.55,36.25
15
56966,云南,元江,101.59,23.36
53723,宁夏,盐池,107.23,37.48
52984,甘肃,临夏,103.11,35.35
53915,甘肃,崆峒,106.4,35.33
52674,甘肃,永昌,101.58,38.14
52884,甘肃,皋兰,103.57,36.21
52895,甘肃,靖远,104.41,36.34
57916,贵州,罗甸,106.46,25.26
56004,青海,沱沱河,92.26,34.13
52866,青海,西宁,101.45,36.44
16
58259,江苏,南通,120.59,32.05
58265,江苏,吕泗,121.36,32.04
58150,江苏,射阳,120.18,33.45
58472,浙江,嵊泗,122.27,30.44
58665,浙江,洪家,121.25,28.37
58667,浙江,玉环,121.16,28.05
58569,浙江,石浦,121.57,29.12
59134,福建,厦门,118.04,24.29
59133,福建,崇武,118.55,24.54
58944,福建,平潭,119.47,25.31
17
57996,广东,南雄,114.15,25.05
59462,广东,罗定,111.36,22.42
59072,广东,连州,112.22,24.48
59082,广东,韶关,113.36,24.4
59644,广西,北海,109.08,21.27
59431,广西,南宁,108.13,22.38
59242,广西,来宾,109.14,23.45
59265,广西,梧州,111.18,23.29
59058,广西,蒙山,110.31,24.12
59065,广西,贺州,111.3,24.25
57993,江西,赣县,115,25.52
57889,湖南,桂东,113.57,26.05
57965,湖南,道县,111.36,25.32
18
56188,四川,都江堰,103.4,31
59849,海南,琼中,109.5,19.02
19
59087,广东,佛冈,113.31,23.53
59478,广东,台山,112.47,22.15
59287,广东,广州,113.29,23.13
59317,广东,惠来,116.18,23.02
59298,广东,惠阳,114.22,23.04
59501,广东,汕尾,115.22,22.48
59664,广东,电白,110.59,21.32
59663,广东,阳江,111.58,21.5
59278,广东,高要,112.27,23.02
59102,江西,寻乌,115.39,24.57
20
58436,安徽,宁国,118.59,30.37
57583,湖北,嘉鱼,113.58,29.55
57447,湖北,恩施,109.28,30.17
57494,湖北,武汉,114.03,30.36
57399,湖北,麻城,114.57,31.08
57774,湖南,双峰,112.1,27.27
57584,湖南,岳阳,113.05,29.23
57682,湖南,平江,113.34,28.43
57779,湖南,攸县,113.21,27
57348,重庆,奉节,109.32,31.01
21
54027,内蒙古,巴林左旗,119.24,43.59
54134,内蒙古,开鲁,121.17,43.36
54026,内蒙古,扎鲁特,120.54,44.34
54115,内蒙古,林西县,118.02,43.38
54135,内蒙古,通辽,122.16,43.36
54284,吉林,东岗,127.3,42.09
54374,吉林,临江,126.53,41.48
54266,吉林,梅河口,125.38,42.32
54260,吉林,辽源,125.05,42.55
54363,吉林,通化,125.54,41.41
54386,吉林,长白,128.11,41.25
54377,吉林,集安,126.13,41.09
54493,辽宁,宽甸,124.47,40.43
54236,辽宁,彰武,122.33,42.23
54259,辽宁,清原,124.52,42.04
54339,辽宁,鞍山,123,41.05
22
58437,安徽,黄山,118.09,30.08
57957,广西,桂林,110.18,25.19
59037,广西,都安,108.06,23.56
58138,江苏,盱眙,118.31,32.59
58506,江西,庐山,115.59,29.35
57483,湖北,天门,113.08,30.4
57381,湖北,随州,113.2,31.37
57574,湖南,南县,112.24,29.22
57562,湖南,石门,111.22,29.35
23
50948,吉林,乾安,124.01,45
54063,吉林,扶余,126,44.58
50873,黑龙江,佳木斯,130.18,46.47
50656,黑龙江,北安,126.3,48.15
50853,黑龙江,北林,126.58,46.37
50353,黑龙江,呼玛,126.38,51.44
50564,黑龙江,孙吴,127.21,49.26
50888,黑龙江,宝清,132.11,46.19
50788,黑龙江,富锦,131.59,47.14
50968,黑龙江,尚志,127.58,45.13
54094,黑龙江,牡丹江,129.4,44.3
50862,黑龙江,铁力,127.59,46.59
50745,黑龙江,齐齐哈尔,123.55,47.23
24
58637,江西,上饶,117.59,28.27
58527,江西,景德镇,117.12,29.18
58519,江西,波阳,116.41,29
58634,江西,玉山,118.15,28.41
58626,江西,贵溪,117.15,28.19
58646,浙江,丽水,119.55,28.27
58557,浙江,义乌,120.05,29.2
58742,浙江,云和,119.33,28.07
58652,浙江,仙居,120.43,28.52
57974,湖南,嘉禾,112.22,25.35
58737,福建,建瓯,118.19,27.03
58730,福建,武夷山,118.02,27.46
58731,福建,浦城,118.32,27.55
25
50915,内蒙古,东乌珠穆沁,116.58,45.31
54208,内蒙古,多伦县,116.28,42.11
53083,内蒙古,那仁宝力格,114.09,44.37
54102,内蒙古,锡林浩特,116.07,43.57
53192,内蒙古,阿巴嘎旗,114.57,44.01
52602,青海,冷湖,93.2,38.45
26
54218,内蒙古,赤峰,118.5,42.18
54511,北京,北京,116.28,39.48
56492,四川,宜宾,104.36,28.48
54623,天津,塘沽,117.43,39.03
54725,山东,惠民,117.32,37.3
54826,山东,泰山,117.06,36.15
54843,山东,潍坊,119.12,36.45
54936,山东,莒县,118.5,35.34
53588,山西,五台山,113.31,38.57
54539,河北,乐亭,118.53,39.26
54311,河北,围场,117.46,41.58
54405,河北,怀来,115.3,40.25
54423,河北,承德,117.55,40.58
54429,河北,遵化,117.57,40.12
54518,河北,霸州,116.24,39.1
54563,辽宁,瓦房店,122.01,39.38
